F_pre_абді,-0.2788567800475583
L_pre_елеме,0.03015090120484986
L_suf_месов,-0.44774984999290524
L_suf_есов,-0.4153995042242547
F_suf_алан,-0.46838071546413884
F_suf_лан,-0.27739803059708606
_bias_,-0.046018323557599765
F_pre_абд,-0.24457294110008515
F_pre_абдіс,-0.2539839715671774
L_suf_сов,-0.4280500746543047
F_pre_аб,-0.1792974378211681
L_suf_ов,-0.4467832566621767
L_pre_елемес,0.03015090120484986
L_suf_емесов,-0.44774984999290524
L_ends_consonant,-0.43663554584451075
F_pre_абдіса,-0.2534009486190014
L_елемесов,-0.44774984999290524
L_len_6_9,-0.10733995634894984
L_pre_еле,0.01412407370031517
F_абдісалан,-0.22761120534745805
F_len_8_plus,-0.0762861782762246
F_suf_ан,-0.17110719586672551
F_ends_consonant,-0.13743488973789442
F_suf_салан,-0.22761120534745805
F_suf_ісалан,-0.22761120534745805
L_pre_ел,0.002136479143622875
L_pre_елем,0.03015090120484986
_vowel_count_value_,0.0
F_suf_аина,0.3323925701649354
L_pre_абжа,0.02548783701428746
F_len_5_7,0.029771265603353025
L_suf_нова,0.4324977691570828
F_pre_раин,0.31345734525762226
F_ends_a_ya,0.26141179045878493
L_абжанова,0.3784498067001014
L_ends_ova_eva_ina,0.4365095655003586
L_suf_ова,0.43795172087707823
F_pre_раи,0.31345734525762226
F_suf_раина,0.31345734525762226
L_suf_жанова,0.435978416799895
F_раина,0.31345734525762226
L_pre_абжан,0.02548783701428746
F_pre_ра,-0.05749858545496351
F_pre_раина,0.31345734525762226
L_pre_аб,0.01247477465504678
L_pre_абж,0.02548783701428746
L_suf_ва,0.4378325205899283
L_suf_анова,0.4333193483043199
F_suf_на,0.2878608398687431
L_pre_абжано,0.02548783701428746
F_suf_ина,0.28829667904045586
F_pre_ав,0.08123197813547192
F_suf_тала,0.27991010006220723
L_len_10_plus,0.22053208618932368
L_pre_ауелб,-0.03280156395042475
F_suf_ла,0.1760319806251913
F_авитала,0.27991010006220723
L_ауелбекова,0.4474197457249277
L_pre_ау,-0.029168812120675593
L_pre_ауе,-0.03280156395042475
F_suf_ала,0.0520353238942232
F_pre_авита,0.2892672517565295
L_suf_бекова,0.41661200775774426
F_pre_ави,0.2380127473804207
F_pre_авит,0.2984348841850037
L_pre_ауелбе,-0.03280156395042475
F_suf_итала,0.27991010006220723
L_pre_ауел,-0.03280156395042475
F_suf_витала,0.27991010006220723
L_suf_кова,0.4138116631357743
L_suf_екова,0.4197411874214715
F_pre_авитал,0.2892672517565295
L_pre_утем,-0.005470035404048589
F_pre_жандос,-0.2874676759896069
L_pre_уте,0.009205417213080767
F_suf_дос,-0.32486877014772036
L_pre_утемис,-0.005470035404048589
F_suf_андос,-0.2874676759896069
L_suf_исов,-0.4189907341208571
L_pre_ут,0.009205417213080767
F_pre_жанд,-0.2874676759896069
F_suf_ос,-0.04803877111486167
L_утемисов,-0.42659673131573156
L_pre_утеми,-0.005470035404048589
F_suf_ндос,-0.2874676759896069
F_жандос,-0.2874676759896069
F_suf_жандос,-0.2874676759896069
F_pre_жандо,-0.2874676759896069
L_suf_мисов,-0.42659673131573156
L_suf_емисов,-0.42659673131573156
F_pre_жа,-0.10698030352757405
F_pre_жан,-0.12846329643313295
L_pre_нұрлан,0.041607219105892046
F_pre_іли,-0.20162363691319404
L_suf_қызы,0.4107065870497937
L_suf_ызы,0.4107065870497937
F_pre_ілин,0.41709993764636283
F_suf_ар,-0.1642506840475935
L_ends_qyzy,0.4107065870497937
L_pre_нұр,0.01964755856554394
F_pre_ілинар,0.41709993764636283
L_pre_нұрла,0.041607219105892046
F_ілинар,0.41709993764636283
L_suf_анқызы,0.4185794545501072
F_pre_іл,-0.12500715788580083
F_suf_нар,-0.037686657012588456
L_pre_нұрл,0.012885336204939363
L_suf_нқызы,0.4183227591131101
L_suf_зы,0.4027445003836046
F_pre_ілина,0.41709993764636283
F_suf_инар,0.41709993764636283
L_нұрланқызы,0.4236052445252419
L_pre_нұ,0.01964755856554394
F_suf_линар,0.41709993764636283
F_suf_ілинар,0.41709993764636283
L_pre_батырх,-0.0005111469170622989
F_pre_иб,-0.2583749826726362
F_pre_ибрахи,-0.25044442182068366
L_suf_нов,-0.44430335959681033
F_suf_ахим,-0.2750889499302796
F_suf_им,-0.17345714524232483
F_pre_ибрах,-0.25044442182068366
F_suf_рахим,-0.2750889499302796
L_pre_баты,-0.0010179744655550583
L_suf_ханов,-0.4424720851597835
L_батырханов,-0.4619140624975384
F_ибрахим,-0.25044442182068366
L_pre_ба,0.0163398915411952
L_suf_рханов,-0.4570382357471878
F_pre_ибр,-0.2583749826726362
L_pre_батыр,-0.0010179744655550583
F_suf_хим,-0.2776514644649778
F_pre_ибра,-0.2620406592105491
